"Timestamp","Q.1.Institution","Q.2.Role","Q.3.Discipline","Q.4.Fund","Q.5.Seniority","Q.6.Use.Software","Q.7.Importance.Software","Q.8.Developing.Software","Q.9.Training.Software","Q.10.Cost.Software","Q.11.Main.Software","E.1.Job.Title","E.2.Gender","E.3.Contract","E.4.OS","dataOrigin","Question.1..In.which.country.do.you.live.","X","X.1","Q.2.I conduct research","Q.2.I develop software for researchers","Q.2.I manage researchers or research projects","Q.2.I support researchers","Q.4.Fund.clean","Q.9.Training.Software.clean","Q.9.Training.Software.YN","E.1.Job.Title.clean","E.2.Gender.clean","E.4.OS.clean"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"10/14/2014 14:38:17","Software Sustainability Institute","I conduct research, I support researchers, I manage researchers or research projects","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","Python, Excel","","Male","Permanent","Mac OS X","petition","United Kingdom","","",1,0,1,1,"EPSRC - Engineering and Physical Sciences Research Council","Self-taugh+Taught","Yes","","Male","Mac OS X"
"10/14/2014 17:02:44","Software Sustaintability Institute","I conduct research, I support researchers, I manage researchers or research projects","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","Yes","Bash, Python, R","Dogsbody","Male","Fixed term","Mac OS X","petition","United Kingdom, United Kingdom","","",1,0,1,1,"EPSRC - Engineering and Physical Sciences Research Council","Taught","Yes","Dogsbody","Male","Mac OS X"
"10/14/2014 17:10:41","University","I conduct research, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","BBSRC - Biotechnology and Biological Sciences Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","R","Senior Research Associate","Male","Fixed term","Linux","petition","United Kingdom, United Kingdom","","",1,1,1,0,"BBSRC - Biotechnology and Biological Sciences Research Council","Self-taugh+Taught","Yes",NA,"Male","Linux"
"10/15/2014 13:04:39","University of Edinburgh","I conduct research","Biological, mathematical & physical sciences","BBSRC - Biotechnology and Biological Sciences Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","ImageJ/FIJI, CellPoriler, R","PhD student","Male","Fixed term","Mac OS X","petition","United Kingdom, United Kingdom","","",1,0,0,0,"BBSRC - Biotechnology and Biological Sciences Research Council","Self-Taught","No","Postgraduate student","Male","Mac OS X"
"10/15/2014 14:26:11","European Bioinformatics Institute","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","European Molecular Biology Laboratory","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","","PhD candidate","Male","Fixed term","Mac OS X","petition","United Kingdom, United Kingdom","","",1,1,0,0,"Europe","Self-taugh+Taught","Yes","Postgraduate student","Male","Mac OS X"
"10/15/2014 14:33:55","EMBL-EBI","I develop software for researchers","Biological, mathematical & physical sciences","NIH","11-15 years","Yes","My work would require more effort, but it would still be possible","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","","Bioinformatician","Male","Fixed term","Mac OS X","petition","United Kingdom, United Kingdom","","",0,1,0,0,"Non-UK Gov","Self-Taught","No","Bioinformatician","Male","Mac OS X"
"10/15/2014 14:42:29","University of Camrbdige","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","German Alexander von Humboldt Foundation","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","CHEMSHELL, TURBOMOLE, MOLPRO, CHARMM, OPTIM, GMIN, PATHSAMPLE, PYTHON packages, VMD, PYMOL, XMGRACE, MATLAB, MATHEMATICA, PARAVIEW, DLPOLY, DLFIND, ...

And my own codes.","Postdoctoral Research Fellow","Female","Fixed term","Linux and Mac OS X","petition","United Kingdom, United Kingdom","","",1,1,1,1,"Other charity or fundation","Self-taugh+Taught","Yes",NA,"Female","Linux and Mac OS X"
"10/15/2014 15:13:54","Self-employed/looking for work","I conduct research, I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","MATLAB, Python (Numpy, Scipy), PETSc, ParaView","Research associate","Male","Fixed term","Don't have a preference","petition","Canada","","",1,1,0,1,"","Self-Taught","No",NA,"Male",NA
"10/15/2014 15:16:49","Open University","I conduct research, I manage researchers or research projects","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Mainly self-written, but also extensive use of lingpipe, stanford language tools, RASP, ipython notebooks, mallet machine learning toolkit etc.","Senior lecturer","Male","Permanent","Linux","petition","United Kingdom, United Kingdom","","",1,0,1,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-taugh+Taught","Yes","Lecturer","Male","Linux"
"10/15/2014 15:18:46","University of Texas at El Paso","I conduct research, I develop software for researchers","Engineering & technology","","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No","Protege, Jenna, Java, MATLAB","Research Assistant","Male","Fixed term","Microsoft Windows","petition","United States, United States","","",1,1,0,0,"","Self-taugh+Taught","Yes",NA,"Male","Microsoft Windows"
"10/15/2014 15:41:03","King's College London","I conduct research, I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","NIHR","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","No","Yes","Stuff used recently on our compute cluster, probably lots more too:

R (& Bioconductor), Octave, Matlab, Perl, Python, Ruby, Bash, gcta, picard_tools, annovar, galaxy, pindel, plink, gsea, gtool, BEDTools, beagle, polyphred, hapgen, ProbABEL, bismark, bisSNP, hmmer, qctool, bowtie, impute, quantisnp, quicktest, breakdancer, bwa, circos, locuszoom, CLUMP, clustalw, mach, rjungle, macs,samstat, samtools,consed, snv-seq, maq, cufflinks, cutadapt, seqmonk, metal, minimac, snptest, simuPop, simwalk, fasta, exonerate, mrbayes, mrfast, svmerge, novoalign, forge, tophat, opticall, variant_tools, GATE, PeakSplitter, vcftools, weka, zcall, phrap, phred, PHYLIP
","Bioinformatician  / Systems Administrator","Female","Fixed term","Linux","petition","United Kingdom, United Kingdom","","",1,1,0,1,"National Institute for Health Research","No","No",NA,"Female","Linux"
"10/15/2014 16:17:43","University of Oxford","I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","No","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","","Scientific Software Advisor","Male","Permanent","Linux","petition","United Kingdom, United Kingdom","","",0,1,0,1,"","Self-taugh+Taught","Yes","Scientific Software Advisor","Male","Linux"
"10/15/2014 16:37:23","Honeywell","I conduct research","Engineering & technology","","Less than a year","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","FreeRTOS, internally developed software","Research Scientist","Male","Permanent","Microsoft Windows","petition","United States, United States","","",1,0,0,0,"","Self-taugh+Taught","Yes","Researcher","Male","Microsoft Windows"
"10/15/2014 16:41:09","University of Tennessee","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","Yes","BWA, bowtie2, trinity, samtools, Tripal, GATK, blast, trimmomatic, interproscan, htseq, khmer, maker, mira, qiime, tophat, stampy, deseq2, gbrowse, jbrowse","Assistant Professor","Female","Permanent","Linux","petition","United States, United States","","",1,1,1,1,"","Taught","Yes","Professor","Female","Linux"
"10/15/2014 16:43:17","University of Birmingham","I conduct research","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","No","No","I'm not involved in bid writing","Image J
excel
Chromeleon; Image Quant; Synergy from Biotek","postdoctoral fellow","Female","Fixed term","Mac OS X","petition","United States, United States","","",1,0,0,0,"","No","No",NA,"Female","Mac OS X"
"10/15/2014 16:53:59","University of Oklahoma","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","Yes","GRASS GIS
GDAL
PySAL
R
Python
SciPy
Numpy","Director of Informatics and Innovation","Male","Permanent","Mac OS X","petition","United States, United States","","",1,1,1,1,"","Self-Taught","No",NA,"Male","Mac OS X"
"10/15/2014 16:55:07","University of Wisconsin-Madison","I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","Wellcome Trust","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","ImageJ, Fiji, ImgLib2, KNIME, CellProfiler, R, MATLAB","Software Architect","Male","Permanent","Mac OS X","petition","United States, United States","","",0,1,0,1,"Wellcome Trust","Self-taugh+Taught","Yes","Software Architect","Male","Mac OS X"
"10/15/2014 16:55:18","","I support researchers","Social studies","","I do not work in research","No","","No","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","","Press Officer","Male","Permanent","Microsoft Windows","petition","United Kingdom, United Kingdom","","",0,0,0,1,"","Self-taugh+Taught","Yes","Press Officer","Male","Microsoft Windows"
"10/15/2014 17:59:24","springer verlag","I support researchers, I develop software for researchers","None of the above","Don't know","I do not work in research","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","","","","","","petition","United Kingdom, United Kingdom","","",0,1,0,1,"Don't know","Self-Taught","No","","",""
"10/15/2014 18:08:20","University of Oxford","I conduct research, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","No","Yes","R (and many packages within R)
Processsing
","Senior Research Fellow","Male","Fixed term","Microsoft Windows","petition","United Kingdom, United Kingdom","","",1,1,1,0,"EPSRC - Engineering and Physical Sciences Research Council","No","No",NA,"Male","Microsoft Windows"
"10/15/2014 22:23:52","University of St Andrews","I conduct research","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","I'm not involved in bid writing","Idris, Programs I write in Idris, Haskell, Programs I write in Haskell, Emacs, PGFPlots, LaTeX, Perl","Research Student","Male","Prefer not to say","Linux","petition","United Kingdom, United Kingdom","","",1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Taught","Yes","Postgraduate student","Male","Linux"
"10/16/2014 5:49:26","Winkle Institute","I conduct research, I support researchers","Biological, mathematical & physical sciences","Don't know","1-5 years","Yes","My work would require more effort, but it would still be possible","Yes","No","No","Plot, Delta Plot, Excel, Open Office","Researcher","Male","Permanent","Mac OS X","petition","United States, United States","","",1,0,0,1,"Don't know","No","No","Researcher","Male","Mac OS X"
"10/16/2014 5:59:49","","I develop software for researchers","Engineering & technology","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","","","Male","Fixed term","Microsoft Windows","petition","Italy","","",0,1,0,0,"","Self-taugh+Taught","Yes","","Male","Microsoft Windows"
"10/16/2014 9:28:24","FWO","I conduct research, I manage researchers or research projects","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books, No","No","NumPy, SciPy, Matplotlib, gfortran, gcc, espressomd, espressopp, lammps, HDF5, ipython, h5py, mpi, networkx, mayavi, Python","postdoctoral fellow","Male","Fixed term","Linux","petition","Belgium","","",1,0,1,0,"","Self-Taught","No",NA,"Male","Linux"
"10/16/2014 9:34:22","I highly appreciate your efforts. Yet, being very convinced by the benefits of free software (according to the FSF perspective), I would very much appreciate this topic to be mentioned (especially in times of increasingly open science :-)).","I conduct research","Biological, mathematical & physical sciences","","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","Gnu R"," self-written C++ & Julia simulation programs"," Gnuplot","Postdoctoral Researcher","Male","petition","Germany","","University of Hohenheim",1,0,0,0,"","Self-taugh+Taught","Yes"," self-written C++ & Julia simulation programs"," Gnuplot","Male"
"10/16/2014 10:47:52","University of Southampton","I conduct research, I manage researchers or research projects","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","","Lecturer","Male","Permanent","Mac OS X","petition","United Kingdom, United Kingdom","","",1,0,1,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-taugh+Taught","Yes","Lecturer","Male","Mac OS X"
"10/16/2014 11:08:55","Science and Technology Facilities Council","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","CASTEP, CP2K, GULP","Senior Computational Scientist","Male","Permanent","Linux","petition","United Kingdom, United Kingdom","","",1,1,1,1,"EPSRC - Engineering and Physical Sciences Research Council","Self-taugh+Taught","Yes","Senior Computational Scientist","Male","Linux"
"10/16/2014 11:25:36","University of Sheffield","I conduct research, I support researchers, I manage researchers or research projects","Engineering & technology","Very varied.  NERC, EU and industry.","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Matlab, Excel (with or without VBA), InfoWorks, ArcGIS","Post Doc Research Associate","Male","Prefer not to say","","petition","United Kingdom, United Kingdom","","",1,0,1,1,"Industry","Self-Taught","No",NA,"Male",""
"10/16/2014 12:07:38","","I conduct research","Education","","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","","","Male","Fixed term","Don't have a preference","petition","Switzerland","","",1,0,0,0,"","Self-Taught","No","","Male",NA
"10/16/2014 12:28:41","University of Oxford","I conduct research","Biological, mathematical & physical sciences","KTP","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Matlab, SPSS, own software","Research Associate","Male","Fixed term","Linux","petition","United Kingdom, United Kingdom","","",1,0,0,0,"KTP","Self-taugh+Taught","Yes",NA,"Male","Linux"
"10/16/2014 13:14:46","UCL","I conduct research","Biological, mathematical & physical sciences","NIHR","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No","PLINK, EMMAX, R, CLC Genomics Workbench, Corel Draw, IMPUTE2, FloJo, MxPro qPCR software, BD CellQuest, BioEdit, Tablet, BOWTIE2, SAHA, TopHat, Cufflinks, SPAdes.","Research associate","Female","Fixed term","Microsoft Windows","petition","United Kingdom, United Kingdom","","",1,0,0,0,"National Institute for Health Research","Taught","Yes",NA,"Female","Microsoft Windows"
"10/16/2014 15:29:37","LUMC","I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","I'm not in the UK","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","samtools, htsjdk, GATK, Picard, gsnap, TopHat, sickle, cutadapt, SNVMix2, VarScan","Research Analyst","Male","Fixed term","Linux","petition","Netherlands","","",0,1,0,1,"I'm not in the UK","Self-Taught","No","Research Analyst","Male","Linux"
"10/16/2014 17:46:26","UCL","I conduct research, I manage researchers or research projects","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","No","Yes","DMACRYS, CAMCASP, ORIENT, CRYSTALPredictor, CrystalOptimiser, GDMA, GAUSSIAN, Mercury, GULP, CASTEP","Prof","Female","Permanent","Linux","petition","United Kingdom, United Kingdom","","",1,0,1,0,"EPSRC - Engineering and Physical Sciences Research Council","No","No","Prof","Female","Linux"
"10/16/2014 17:54:50","University of New Mexico","I conduct research, I support researchers, I manage researchers or research projects","Biological, mathematical & physical sciences","","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No","Probe for EPMA, Surfer, Oxfors Issis, ImageJ","Research Scientist III","Male","Permanent","Mac OS X","petition","United States, United States","","",1,0,1,1,"","Self-Taught","No","Researcher","Male","Mac OS X"
"10/16/2014 18:22:41","University of Sheffield","I conduct research, I support researchers, I manage researchers or research projects, I develop software for researchers","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","15-20 years","Yes","","Yes","Yes - self taught using online resources or books","Yes","www.gimias.org","Professor of Biomedical Image Computing","Male","Permanent","Don't have a preference","petition","United Kingdom, United Kingdom","","",1,1,1,1,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","Professor","Male",NA
"10/16/2014 22:27:06","Vanderbilt University","I conduct research","Social studies","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No","MATLAB, Stata, QGIS","Assistant Professor","Male","Permanent","Microsoft Windows","petition","United States, United States","","",1,0,0,0,"","Self-taugh+Taught","Yes","Professor","Male","Microsoft Windows"
"10/16/2014 22:44:04","university","I conduct research","Biological, mathematical & physical sciences","","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Many, many programs related to genome assembly, comparative analysis, phylogenetics","Assistant professor","Female","Permanent","Mac OS X","petition","United States, United States","","",1,0,0,0,"","Self-taugh+Taught","Yes","Professor","Female","Mac OS X"
"10/16/2014 22:52:10","University of Adelaide","I conduct research, I support researchers","Biological, mathematical & physical sciences","","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","BioPerl, Bioconductor, BioKanga, Bowtie2, TopHat, Cufflinks, Eclipse, Bash, Perl, R, Make, GNU Parallel, IGV, Tablet, Samtools","Research Fellow in Bioinformatics","Male","Fixed term","Linux","petition","Australia","","",1,0,0,1,"","Self-taugh+Taught","Yes",NA,"Male","Linux"
"10/16/2014 22:56:25","Gallaudet University","I support researchers, I develop software for researchers","Education","","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","Yes","Wow. The list is too long to contemplate.  But off the top of my head: REDCap Survey System, SPSS, Limesurvey, R, Atlas.TI, ELAN, Kyma/Capybara, PsyScope, MatLab, LibreOffice Calc, (custom data collection and analysis tools written in Python, Django, PHP, Drupal, Javascript)...","Research Applications Programmer","Male","Permanent","Linux","petition","United States, United States","","",0,1,0,1,"","Self-taugh+Taught","Yes","Research Applications Programmer","Male","Linux"
"10/16/2014 23:21:28","University of Wisconsin – Madison","I support researchers","Social studies","","11-15 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","Stata, R, SAS, SPSS","Statistical computing specialist","Male","Permanent","Don't have a preference","petition","United States, United States","","",0,0,0,1,"","Self-Taught","No","Statistical computing specialist","Male",NA
"10/16/2014 23:47:15","","I conduct research, I support researchers, I develop software for researchers","Social studies","","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","python, r, stata, matlab","Research Assistant","Male","Fixed term","Mac OS X","petition","United States, United States","","",1,1,0,1,"","Self-Taught","No",NA,"Male","Mac OS X"
"10/17/2014 0:01:08","University of Edinburgh","I support researchers, I develop software for researchers","Biological, mathematical & physical sciences","NERC - Natural Environment Research Council","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","python, fortran, glimmer, fenics","computing officer","Male","Permanent","Linux","petition","United Kingdom, United Kingdom","","",0,1,0,1,"NERC - Natural Environment Research Council","Self-taugh+Taught","Yes",NA,"Male","Linux"
"10/17/2014 0:18:16","University of St Andrews","I conduct research, I develop software for researchers","Biological, mathematical & physical sciences","EPSRC - Engineering and Physical Sciences Research Council","15-20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","GAP (http://www.gap-system.org) and some of its packages. Minion (http://minion.sourceforge.net/).","Research Fellow","Male","Prefer not to say","Linux","petition","United Kingdom, United Kingdom","","",1,1,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-taugh+Taught","Yes",NA,"Male","Linux"
"10/17/2014 0:27:12","University of British Columbia","I conduct research","Engineering & technology","","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","","matlab, python, excel, campbell scientific, phreeqc, min3p","PhD candidate","Female","Fixed term","Microsoft Windows","petition","Canada","","",1,0,0,0,"","Self-taugh+Taught","Yes","Postgraduate student","Female","Microsoft Windows"
"10/17/2014 0:53:35","Cleveland State University","I conduct research, I manage researchers or research projects, I develop software for researchers","Engineering & technology","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","scipy,numpy,python,r,matploblib,javascript,opensim,biomechanicstoolkit,matlab,pytables,pandas,pydy","Research Associate","Male","Fixed term","Linux","petition","United States, United States","","",1,1,1,0,"","Self-Taught","No",NA,"Male","Linux"
"10/17/2014 2:00:22","National Institute of Advanced Industrial Science and Technology","I conduct research, I manage researchers or research projects","Engineering & technology","Don't know","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","","Principal Research Manager","Male","Permanent","Linux","petition","Japan","","",1,0,1,0,"Don't know","Self-taugh+Taught","Yes",NA,"Male","Linux"
"10/17/2014 2:02:11","University of California","I conduct research, I manage researchers or research projects, I develop software for researchers","Biological, mathematical & physical sciences","","More than 20 years","Yes","It would not be practical to conduct my work without software","Yes","No","No, but we expected to develop software as part of the project","","Professor and Chair","Male","Permanent","Mac OS X","petition","United States, United States","","",1,1,1,0,"","No","No",NA,"Male","Mac OS X"
"10/17/2014 2:46:15","company","I develop software for researchers","Engineering & technology","","1-5 years","No","My work would require more effort, but it would still be possible","Yes","Yes - self taught using online resources or books","No","mobile","Developer","Male","Prefer not to say","Don't have a preference","petition","Vietnam","","",0,1,0,0,"","Self-Taught","No","Developer","Male",NA
"10/17/2014 8:38:05","University hospital","I conduct research","Medicine, dentistry & health","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","I'm not involved in bid writing","R, SOLAR, PLINK","MD","Female","Fixed term","Don't have a preference","petition","Norway","","",1,0,0,0,"","Self-taugh+Taught","Yes","MD","Female",NA
"10/17/2014 12:51:39","Cardiff University","I conduct research","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","My work would require more effort, but it would still be possible","Yes","Yes - self taught using online resources or books","I'm not involved in bid writing","","","Male","Fixed term","Linux","petition","United Kingdom, United Kingdom","","",1,0,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","","Male","Linux"
"10/17/2014 15:27:25","University of Southampton","I conduct research","Biological, mathematical & physical sciences","STFC - Science and Technology Facilities Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","No, but we expected to develop software as part of the project","my own code","Postgraduate researcher","Male","Fixed term","Linux","petition","United Kingdom, United Kingdom","","",1,0,0,0,"STFC - Science and Technology Facilities Council","Taught","Yes","Researcher","Male","Linux"
"10/17/2014 15:36:12","Purdue University","I conduct research","Engineering & technology","","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course, Yes - self taught using online resources or books","No, but we expected to develop software as part of the project","Engineering Equation Solver, Matlab, Labview, Python, Excel, Refprop","Graduate Research Assistant","Male","","Microsoft Windows","petition","United States, United States","","",1,0,0,0,"","Self-taugh+Taught","Yes",NA,"Male","Microsoft Windows"
"10/17/2014 15:40:00","University of Bath","I conduct research, I develop software for researchers","Engineering & technology","EPSRC - Engineering and Physical Sciences Research Council","1-5 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - self taught using online resources or books","No","gcc, gfortran, matlab","Researcher","Male","Fixed term","Linux","petition","United Kingdom, United Kingdom","","",1,1,0,0,"EPSRC - Engineering and Physical Sciences Research Council","Self-Taught","No","Researcher","Male","Linux"
"10/17/2014 16:01:57","University of Washington","I conduct research","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","Yes - a taught course","I'm not involved in bid writing","FACSDiva, FlowJo, GraphPad Prism, R, Excel, ImageJ, GIMP, SDS, QuantaSoft","Research tech","Male","Permanent","Don't have a preference","petition","United States, United States","","",1,0,0,0,"","Taught","Yes","Research tech","Male",NA
"10/17/2014 16:41:21","Universidade de Sao Paulo","I conduct research","Biological, mathematical & physical sciences","","6-10 years","Yes","It would not be practical to conduct my work without software","Yes","No","I'm not involved in bid writing","","Astronomer","Male","Fixed term","Linux","petition","Brazil","","",1,0,0,0,"","No","No","Astronomer","Male","Linux"
